@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086371,0.372393,1.417114,1.300045,-0.187905,1.754951,-0.454906,1.414524,4.126812,2.441734,-0.086371,-0.086371,-0.086371,-0.086371,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097015,0.41383,1.572213,1.423626,-0.230409,1.925969,-0.502342,1.497616,5.975451,2.948348,-0.097015,-0.097015,-0.097015,-0.097015,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099552,0.423829,1.610161,1.454065,-0.240662,1.967386,-0.513321,1.539484,6.505621,3.076953,-0.099552,-0.099552,-0.099552,-0.099552,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094617,0.405947,1.54621,1.407151,-0.217691,1.897485,-0.490334,-1.477187,5.644871,2.850838,-0.094617,-0.094617,-0.094617,-0.094617,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136699,0.565539,2.047737,1.879867,-0.410527,2.548661,-0.668794,-1.390128,18.291487,5.176006,-0.136699,-0.136699,-0.136699,-0.136699,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108,0.000112,-0,0.000137,-0.000025,-1.239758,0,0,0,0,0,0.154294,0.632463,2.194091,2.08778,-0.497257,2.825441,-0.737661,-1.259618,27.669174,6.347851,-0.154294,-0.154294,-0.154294,-0.154294,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.000689,0.000748,-0,0.000906,-0.000158,-1.115489,0,0.000001,-0,-0,-0,0.221308,0.877835,2.795809,2.788042,-0.91296,3.784107,-0.996065,-1.115399,88.808739,11.42502,-0.221308,-0.221308,-0.221308,-0.221308,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025,0.000719,0.00079,-0,0.00097,-0.00018,-1.043736,0,0.000001,-0,-0,-0,0.212513,0.849149,2.644608,2.728897,-0.840137,3.689037,-0.96014,-1.023703,80.481575,10.807425,-0.212513,-0.212513,-0.212513,-0.212513,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0.000097,0.001811,0.002037,-0,0.002527,-0.000491,-0.906961,0,0.000005,-0.000003,-0.000003,-0.000003,0.271548,1.060446,3.118561,3.30705,-1.276126,4.485581,-1.178531,-0.910761,175.43457,16.041084,-0.271548,-0.271548,-0.271548,-0.271545,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000043,0.000826,0.000938,-0,0.001165,-0.000227,-0.767926,0,0.000001,-0.000002,-0.000002,-0.000002,0.211231,0.849151,2.556457,2.759933,-0.818646,3.713613,-0.95368,-0.766465,82.965431,10.891813,-0.211231,-0.211231,-0.211231,-0.21123,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000037,0.000737,0.000834,-0,0.001035,-0.000201,-0.7,0,0.000001,-0.000001,-0.000001,-0.000001,0.204304,0.824517,2.505665,2.695227,-0.772681,3.623022,-0.927796,-0.710608,75.221069,10.354972,-0.204304,-0.204304,-0.204304,-0.204303,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.00017,0.003289,0.003639,-0,0.004511,-0.000872,-0.580197,0,0.000014,-0.000006,-0.000006,-0.000006,0.331888,1.273087,3.730554,3.882804,-1.808786,5.281411,-1.398606,-0.591051,336.369171,22.311314,-0.331888,-0.331888,-0.331888,-0.331883,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000008,0.000376,0.000405,-0,0.000497,-0.000092,-0.459177,0,0,0,0,0,0.188061,0.766071,2.469622,2.534596,-0.676965,3.404122,-0.869526,-0.515286,58.665821,9.132035,-0.188061,-0.188061,-0.188061,-0.188061,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093,0.000099,-0,0.000121,-0.000022,-0.386874,0,0,0,0,0,0.152585,0.635166,2.135155,2.159377,-0.471432,2.889197,-0.729819,-0.463363,30.535707,6.548638,-0.152585,-0.152585,-0.152585,-0.152585,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429,0.000445,-0,0.000545,-0.000101,-0.323544,0,0,0,0,0,0.229129,0.916342,3.012019,2.954742,-0.95968,3.984284,-1.029542,-0.393725,109.735588,12.569221,-0.229129,-0.229129,-0.229129,-0.229129,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172073,0.709815,2.455214,2.380821,-0.582503,3.190201,-0.80938,-0.343739,45.336948,7.998321,-0.172073,-0.172073,-0.172073,-0.172073,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123998,0.529714,1.929433,1.853927,-0.327776,2.467767,-0.61384,-0.296115,16.319595,4.748148,-0.123998,-0.123998,-0.123998,-0.123998,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160435,0.669472,2.421067,2.277065,-0.510122,3.039258,-0.762193,-0.225686,37.464455,7.225512,-0.160435,-0.160435,-0.160435,-0.160435,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177507,0.734039,2.649031,2.470235,-0.604431,3.299068,-0.828833,-0.190174,51.988213,8.519782,-0.177507,-0.177507,-0.177507,-0.177507,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215922,0.878907,3.166872,2.909844,-0.822287,3.879416,-0.969572,-0.084263,99.543221,11.75634,-0.215922,-0.215922,-0.215922,-0.215922,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222612,0.904834,3.262983,2.995165,-0.853261,3.985962,-0.990796,-0.049691,111.097595,12.38406,-0.222612,-0.222612,-0.222612,-0.222612,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220807,0.903625,3.279493,3.034762,-0.787874,4.00347,-0.968708,0.049721,113.844681,12.361278,-0.220807,-0.220807,-0.220807,-0.220807,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190079,0.79522,2.924087,2.762781,-0.552624,3.599887,-0.837106,0.139992,75.134666,9.843454,-0.190079,-0.190079,-0.190079,-0.190079,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159819,0.683475,2.54644,2.448841,-0.377968,3.162034,-0.713193,0.193887,45.028286,7.508693,-0.159819,-0.159819,-0.159819,-0.159819,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210301,0.876985,3.145647,3.073534,-0.549665,3.949782,-0.876247,0.246245,110.008438,11.645277,-0.210301,-0.210301,-0.210301,-0.210301,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.000016,-0,0.00002,-0.000004,0.445203,0,0,0,0,0,0.224231,0.932373,3.275151,3.283704,-0.533453,4.183162,-0.899459,0.315357,139.275055,12.916518,-0.224231,-0.224231,-0.224231,-0.224231,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000249,0.000264,-0,0.000321,-0.000057,0.38665,0,0,0,0,0,0.305993,1.232246,4.147609,4.187865,-0.872923,5.336609,-1.148744,0.340262,368.826904,21.029903,-0.305993,-0.305993,-0.305993,-0.305993,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0.000925,0.000992,-0,0.001216,-0.000224,0.442548,0,0.000001,-0,-0,-0,0.407604,1.591801,5.134491,5.219341,-1.384787,6.658169,-1.438828,0.36522,892.995483,32.780674,-0.407604,-0.407604,-0.407604,-0.407604,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000086,0.00245,0.00266,-0,0.00325,-0.00059,0.475401,0,0.000007,-0.000002,-0.000002,-0.000002,0.530634,2.011908,6.220139,6.363042,-2.140008,8.133709,-1.770667,0.390544,1985.883667,49.048332,-0.530634,-0.530634,-0.530634,-0.530632,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.000239,0.00782,0.008463,0.000001,0.010062,-0.001598,0.3973,0,0.000068,-0.000006,-0.000006,-0.000006,0.675685,2.490114,7.381313,7.595863,-3.226261,9.739404,-2.14354,0.416548,4073.543945,70.60218,-0.675685,-0.675685,-0.675685,-0.675678,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0.000978,0.019627,0.020969,-0.000001,0.025402,-0.004433,0.399448,0,0.000445,-0.000018,-0.000018,-0.000018,0.842022,3.020103,8.587363,8.88714,-4.738153,11.441208,-2.554068,0.443553,7734.94043,97.933868,-0.842022,-0.842022,-0.842022,-0.842004,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554,0.009762,0.12839,0.137117,-0.000442,0.169969,-0.032851,0.454563,0.000387,0.020568,-0.000554,-0.000554,-0.000554,1.489965,4.953658,12.652038,13.142189,-12.455269,17.119513,-3.977323,0.482095,38436.160156,222.538208,-1.489965,-1.489965,-1.489965,-1.489411,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286,0.005393,0.074996,0.080622,-0.000165,0.100138,-0.019516,0.481165,0.000047,0.007159,-0.000286,-0.000286,-0.000286,1.227061,4.188149,10.985559,11.497042,-9.308006,14.952161,-3.455119,0.501639,22393.474609,169.413986,-1.227061,-1.227061,-1.227061,-1.226775,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0.031443,0.35444,0.38663,-0.004151,0.481488,-0.094858,0.537969,0.024827,0.166088,-0.00209,-0.00209,-0.00209,2.024311,6.430117,15.168071,15.937634,-21.454548,21.003893,-5.066258,0.545445,86318.6875,339.826385,-2.024311,-2.024311,-2.024311,-2.022221,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006736,0.08948,0.900422,0.984338,-0.029691,1.229625,-0.245287,0.553586,1.053879,1.087683,-0.006736,-0.006736,-0.006736,2.802454,8.457559,18.569532,19.461746,-35.726601,25.881197,-6.419451,0.558655,197585.96875,521.665955,-2.802454,-2.802454,-2.802454,-2.795718,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,-0,0.000001,-0,0.722108,0,0,0,0,0.010049,0.12865,1.236398,1.369223,-0.053183,1.706254,-0.33703,0.598735,3.913595,2.087505,-0.010049,-0.010049,-0.010049,3.126983,9.261262,19.624695,20.695326,-42.86972,27.664928,-6.969603,0.593436,256881.703125,599.775391,-3.126983,-3.126983,-3.126983,-3.116934,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000002,-0,0.000003,-0,0.785929,0,0,0,0,0.013679,0.170444,1.57953,1.767825,-0.080772,2.19698,-0.429155,0.640667,10.776629,3.448293,-0.013679,-0.013679,-0.013679,3.420774,9.972505,20.492201,21.747932,-49.344879,29.18178,-7.433848,0.629068,317058.15625,670.352112,-3.420774,-3.420774,-3.420774,-3.407095,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000033,0.000038,-0,0.000046,-0.000008,0.787552,0,0,0,0,0.035631,0.403085,3.364191,3.76985,-0.402296,4.697482,-0.927632,0.65661,224.843674,15.820951,-0.035631,-0.035631,-0.035631,4.538729,12.57327,23.975286,25.355309,-74.548813,34.369667,-9.014359,0.644885,605016.9375,941.086914,-4.538729,-4.538729,-4.538729,-4.503098,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000204,0.000234,-0,0.000284,-0.00005,0.720452,0,0,0,0,0.048183,0.528232,4.219573,4.772666,-0.666005,5.953009,-1.180343,0.738817,579.534546,25.442356,-0.048183,-0.048183,-0.048183,5.017407,13.623618,24.908419,26.621824,-84.392868,36.183308,-9.561483,0.719662,741530.375,1046.292969,-5.017407,-5.017407,-5.017407,-4.969224,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000271,0.000312,-0,0.000379,-0.000067,0.784487,0,0,0,0,0.050319,0.54922,4.36211,4.94439,-0.691939,6.161013,-1.216623,0.779922,665.318909,27.214752,-0.050319,-0.050319,-0.050319,5.134832,13.869172,25.072966,26.877098,-86.043259,36.531311,-9.654214,0.757545,770453.6875,1066.551392,-5.134832,-5.134832,-5.134832,-5.084513,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000023,0.000027,-0,0.000033,-0.000006,0.822949,0,0,0,0,0.022055,0.262658,2.289626,2.601947,-0.163322,3.227553,-0.625606,0.799459,50.257477,7.423415,-0.022055,-0.022055,-0.022055,4.053239,11.445796,22.037468,23.802898,-60.638336,32.015266,-8.212368,0.775565,458435.96875,809.131287,-4.053239,-4.053239,-4.053239,-4.031184,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000207,0.000238,-0,0.000289,-0.000051,0.848598,0,0,0,0,0.048979,0.53734,4.295965,4.880717,-0.562939,6.050978,-1.170261,0.817196,621.098877,26.073151,-0.048979,-0.048979,-0.048979,5.163843,13.915099,25.035612,26.849173,-86.009216,36.499626,-9.650454,0.795749,767673.8125,1064.914917,-5.163843,-5.163843,-5.163843,-5.114864,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.000012,-0,0.000015,-0.000003,0.873859,0,0,0,0,0.02071,0.249101,2.197822,2.503558,-0.114603,3.085657,-0.582099,0.832639,42.158585,6.726215,-0.02071,-0.02071,-0.02071,4.041872,11.405261,21.93178,23.674303,-60.049744,31.845545,-8.171242,0.812758,448754.53125,800.671631,-4.041872,-4.041872,-4.041872,-4.021162,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000002,-0,0.000003,-0,0.786836,0,0,0,0,0.018427,0.225207,2.025025,2.312867,-0.060797,2.828639,-0.515772,0.856285,29.916477,5.592541,-0.018427,-0.018427,-0.018427,3.960123,11.194284,21.620392,23.250179,-58.750061,31.31736,-8.067181,0.850446,419251.09375,775.571045,-3.960123,-3.960123,-3.960123,-3.941696,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002554,0.037916,0.416092,0.476427,-0.001322,0.578999,-0.102572,0.868082,0.052721,0.23227,-0.002554,-0.002554,-0.002554,2.275665,7.054193,15.519542,16.808964,-25.522858,22.272299,-5.463336,0.880365,108674.617188,384.632721,-2.275665,-2.275665,-2.275665,-2.27311,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0.785398,0,0,0,0,0.005987,0.081938,0.830166,0.949948,-0.005135,1.154291,-0.204343,0.874432,0.832866,0.922944,-0.005987,-0.005987,-0.005987,2.884371,8.58609,17.933004,19.207981,-37.77758,25.729387,-6.521407,0.903375,191873.1875,520.056885,-2.884371,-2.884371,-2.884371,-2.878384,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002111,0.03201,0.357611,0.409117,-0.000913,0.496988,-0.087871,0.87767,0.028626,0.17103,-0.002111,-0.002111,-0.002111,2.147763,6.698286,14.93647,16.036539,-24.206417,21.322334,-5.285795,0.917261,91037.421875,353.996246,-2.147763,-2.147763,-2.147763,-2.145652,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001688,0.026414,0.301673,0.344436,-0.000727,0.418738,-0.074302,0.889663,0.01442,0.121544,-0.001688,-0.001688,-0.001688,1.987437,6.248805,14.191689,15.05579,-22.570629,20.116766,-5.060976,0.955531,71847.328125,316.95932,-1.987437,-1.987437,-1.987437,-1.985749,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.009332,0.119311,0.136223,-0.000092,0.165386,-0.029163,0.895466,0.000351,0.018925,-0.00053,-0.00053,-0.00053,1.43947,4.740593,11.476169,12.19056,-13.734194,16.183554,-3.992993,0.968301,30249,203.546524,-1.43947,-1.43947,-1.43947,-1.43894,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411,0.007247,0.094675,0.107523,-0.000112,0.131249,-0.023726,0.909297,0.000139,0.012009,-0.000411,-0.000411,-0.000411,1.28875,4.291018,10.64259,11.138032,-12.229221,14.868818,-3.730786,1.007615,21458.251953,172.972641,-1.28875,-1.28875,-1.28875,-1.288339,0,0,0,0,0,0,'class 1'
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001003,0.016227,0.195211,0.220676,-0.000624,0.270325,-0.049649,0.924162,0.002493,0.051192,-0.001003,-0.001003,-0.001003,1.595171,5.131763,12.278749,12.610486,-18.045431,17.057129,-4.446642,1.037125,36767.398438,231.206085,-1.595171,-1.595171,-1.595171,-1.594168,0,0,0,0,0,0,'class 1'
